palabra,categoria,total_1960,total_1970,total_1980,total_1990,total_2000,total_2010,total_2020
skyrise,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nahand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
outnumber,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
banī,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
azāye,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dard,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ozvhārā,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mehnatē,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
newskool,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pathaticeven,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
robutussin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
codienein,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lightweights,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
subliminals,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
quartz,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
postage,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
premises,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,0.0
stormzy,NOUN,0.0,0.0,0.0,0.0,1.0,6.0,0.0
momment,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
uhuhuhuhuh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,3.0
carillon,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lyricals,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tostick,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vocab,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
galactic,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
profilactic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tongueand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bobble,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
underlining,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stalence,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thumbtack,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nevercomebacks,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chockfull,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
seenmy,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
withoutit,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
numerousshots,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
halflife,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
runby,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
boatload,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,6.0
emulation,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
herbin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
neppah,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
terrapins,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
freezy,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
faceoff,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vamoose,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
itry,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mightiest,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appisary,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
resurrector,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toprove,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fastforward,NOUN,0.0,0.0,0.0,0.0,1.0,3.0,0.0
undresser,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
molesta,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,3.0
remenber,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fingerpoint,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
drugzzzz,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sugaaaar,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ovi,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ozi,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
docbut,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
commonest,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
regestration,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
liscense,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ritches,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,0.0
intellegence,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zapitos,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
intesity,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
batallion,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cientific,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ratrace,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sticksandstone,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
materialism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mirrorthrough,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bedcause,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
twoone,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jellyfishput,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
schoolthey,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sandwish,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fullcourt,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
impostors,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gottill,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
banglittle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
weightlessness,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
llquit,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sshake,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
involuntary,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
speckles,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
windowpanes,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
downmoney,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
banksyyou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cryptic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,17.0
concealer,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
securin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toblack,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mofuckin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,2.0
colloquialism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
midrift,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
slayem,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
raaaaaaahhhhhhhhhhhhhhhhhh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whaaaaaaaaaa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dïsagree,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fourbubbles,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
splode,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
megadef,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stupidest,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
makbir,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
neverity,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
quire,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bubblebubbles,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chainlinks,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fondness,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paperbacks,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
realllllllll,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
greydaze,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
immoral,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contanium,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fourthousandeightyone,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
iranians,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
proclamations,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
toblow,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
heroism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
saythree,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
roadmap,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
andtwo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blockers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shopgirl,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
enemyland,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parameter,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
youalways,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
covenants,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
overspread,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lonny,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tourbillion,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gotlots,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
croos,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
enormity,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vishnu,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pigpen,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nothingbut,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
powderpuff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cheapshot,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anarchism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
satanism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
socialism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gita,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
upinside,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
firefighters,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
acapellla,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
concequences,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
padium,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
choruswhy,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
averity,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
heister,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
craw,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
juvie,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
liter,NOUN,0.0,0.0,0.0,0.0,1.0,4.0,4.0
colorin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
untapped,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
formaldehide,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
choppas,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,0.0
vigilence,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thanx,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bewel,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
screwdrivers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ceasefire,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pityin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
riggs,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bettybyebye,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bettybahbah,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shovedup,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jibs,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vinessa,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
congresses,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mansoneach,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
proff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
laxitives,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adverbs,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amastertive,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rappingabout,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cafeterias,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fowler,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flushanyone,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bundy,ADJ,0.0,0.0,0.0,0.0,1.0,1.0,3.0
hairright,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
errrrrahhhhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lyricsall,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
indulgence,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
bumblings,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
showcock,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mumbojumbo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
publicist,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rocause,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
intensities,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
versitality,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
akhollow,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
klansmen,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
supporter,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
denominate,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sanoco,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
picturin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fuckinbrains,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pounder,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toolboxes,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ginormous,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
choruscause,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hitsoh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
digitsand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
reword,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aquamarine,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,2.0
exfan,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
smokedlook,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manolosdo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
osand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nightstick,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wordplayits,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sourpuss,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
emthen,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zae,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stimulators,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
feasible,ADJ,0.0,0.0,0.0,0.0,1.0,5.0,0.0
activists,NOUN,0.0,0.0,0.0,0.0,1.0,3.0,0.0
doller,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vengence,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
galf,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
transparant,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
incoharent,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
triedest,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shiteaters,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
freest,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
asinine,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sulfuric,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
theice,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
monopolise,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
booshu,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
seventeenyearold,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oddities,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
homofuck,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
schwarzenegger,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aidsdo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
longleg,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
armrest,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
handys,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
âœobie,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gimmicksââ,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
realizechorus,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deterior,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
skibbedybebop,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hemorrhages,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
truckis,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whatup,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appendages,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
recites,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
twelveyearold,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bombings,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whhhooo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shoobydedoowop,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
firetruck,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fleem,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oomf,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
psychos,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
butthe,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gaybashin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thisway,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shihtzu,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
securities,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pleanty,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
onone,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stickand,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
throwpeople,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wilma,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whoreyou,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nothey,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
knucle,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chillers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
frivilous,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oooooohhhhhhhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ambulances,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
masochism,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gizzards,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
livers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kaopectate,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
revels,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
portrays,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ooooooooooooohhhhhhhhhhhhhhhhhhhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
swallowingmeeee,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
uuurrrggghhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tucks,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
germ,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vinuews,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wizzed,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mozeltoff,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oweah,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
offmissed,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yermin,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bizaare,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aaaa,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
burngreat,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
throue,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gadges,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
strick,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anacins,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yknahmsayinwhen,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shitthey,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
punisher,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
baloons,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
maul,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fodões,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
capitulo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gassoline,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
peranas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mescalines,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unnnnggghhh,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
togeather,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kylet,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
silvers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flatterd,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
treeight,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ktwo,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cswallow,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bannister,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
framin,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
scalines,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
canadabis,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wickedest,ADJ,0.0,0.0,0.0,0.0,1.0,1.0,1.0
skrr,NOUN,0.0,0.0,0.0,0.0,1.0,3.0,16.0
baldness,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
roadway,NOUN,0.0,0.0,0.0,0.0,1.0,2.0,0.0
barbiturates,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jokeys,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
desculpou,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
clergyman,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cadman,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stuyvesant,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
assualts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
interims,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lipless,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
diabetics,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
drummonds,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
suboxene,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shag,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,2.0
kilowatts,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tonguetwist,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chryogat,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ert,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dodrugs,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adoopydoodooduh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ejector,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
genitalia,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pov,NOUN,0.0,0.0,0.0,0.0,1.0,9.0,1.0
barfly,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
verdesim,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
três,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tempurpedic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
noninjectable,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
underachievers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rolla,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nonnarcotic,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jeera,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
earths,NOUN,0.0,0.0,0.0,0.0,1.0,1.0,0.0
massas,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
woahhhh,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paraphernalia,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,1.0
conspriracy,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dignitaries,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
traffickers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
racketers,NOUN,0.0,0.0,0.0,0.0,1.0,0.0,0.0
